Country_A,Port_A,Country_B,Port_B,Distance,Route,Time,Price_Per_Container,Price_Per_kg
United Kingdom,Felixstowe,Finland,Helsinki,1180,DIRECT,4 days 22 hours,556.096706336,0.018536556877866667
United Kingdom,Felixstowe,Egypt,Alexandria,3090,STRAIT OF GIBRALTAR,12 days 21 hours,1456.219341168,0.0485406447056
United Kingdom,Felixstowe,Portugal,Lisbon,1017,DIRECT,4 days 06 hours,479.27995791840004,0.01597599859728
United Kingdom,Felixstowe,Romania,Constantza,3288,STRAIT OF GIBRALTAR,13 days 17 hours,1549.5304834176002,0.051651016113920006
United Kingdom,Felixstowe,New Zealand,Auckland,11286,PANAMA CANAL,47 days 01 hours,5318.7351082272,0.17729117027424
United Kingdom,Felixstowe,Greece,Piraeus,2773,STRAIT OF GIBRALTAR,11 days 13 hours,1306.8272598896,0.04356090866298667
United Kingdom,Felixstowe,Peru,Callao,6111,PANAMA CANAL,25 days 11 hours,2879.9211630672003,0.09599737210224
United Kingdom,Felixstowe,Vietnam,Saigon,8865,SUEZ CANAL,36 days 23 hours,4177.794323448,0.1392598107816
France,Marseilles,Brazil,Santos,5067,STRAIT OF GIBRALTAR,21 days 03 hours,2387.9169584784,0.07959723194927999
France,Marseilles,Italy,Genoa,201,DIRECT,20 hours,94.72494743520001,0.00315749824784
France,Marseilles,Canada,Vancouver,9075,PANAMA CANAL,37 days 20 hours,4276.76068644,0.14255868954800002
France,Marseilles,Russia,Novorossiysk,1834,DIRECT,7 days 15 hours,864.3062367968,0.028810207893226667
France,Marseilles,Australia,Melbourne,9349,SUEZ CANAL,38 days 23 hours,4405.8882267248,0.14686294089082666
France,Marseilles,Spain,Algeciras,692,STRAIT OF GIBRALTAR,2 days 21 hours,326.1177294784,0.010870590982613334
France,Marseilles,Mexico,Manzanillo,6779,PANAMA CANAL,28 days 06 hours,3194.7284510608,0.10649094836869334
France,Marseilles,Indonesia,Tanjung Priok,6788,SUEZ CANAL,28 days 07 hours,3198.9698666176,0.10663232888725334
France,Marseilles,Netherlands,Rotterdam,2051,STRAIT OF GIBRALTAR,8 days 13 hours,966.5714785552001,0.032219049285173336
France,Marseilles,Saudi Arabia,Jeddah,2235,SUEZ CANAL,9 days 08 hours,1053.284863272,0.035109495442399996
France,Marseilles,Turkey,Ambarli,1363,DIRECT,5 days 16 hours,642.3388226576001,0.02141129408858667
France,Marseilles,Argentina,Buenos Aires,5979,STRAIT OF GIBRALTAR,24 days 22 hours,2817.7137349008003,0.09392379116336001
France,Marseilles,Sweden,Gothenburg,2495,STRAIT OF GIBRALTAR,10 days 10 hours,1175.814646024,0.03919382153413333
France,Marseilles,Poland,Gdansk,2868,STRAIT OF GIBRALTAR,11 days 23 hours,1351.5977574336,0.04505325858112
France,Marseilles,Belgium,Antwerp,2056,STRAIT OF GIBRALTAR,8 days 14 hours,968.9278205312,0.03229759401770667
France,Marseilles,Thailand,Laem Chabang,7310,SUEZ CANAL,30 days 11 hours,3444.971968912,0.11483239896373335
France,Marseilles,Iran,Bandar Abbas,4354,SUEZ CANAL,18 days 03 hours,2051.9025927008,0.06839675309002667
France,Marseilles,Norway,Oslo,2556,STRAIT OF GIBRALTAR,10 days 16 hours,1204.5620181312001,0.04015206727104
France,Marseilles,United Arab Emirates,Dubai,4403,SUEZ CANAL,18 days 08 hours,2074.9947440656,0.06916649146885334
France,Marseilles,Nigeria,Lagos,3784,STRAIT OF GIBRALTAR,15 days 18 hours,1783.2796074368,0.05944265358122667
France,Marseilles,Israel,Haifa,1589,DIRECT,6 days 15 hours,748.8454799728,0.024961515999093336
France,Marseilles,South Africa,Durban,6068,SUEZ CANAL,25 days 07 hours,2859.6566220736,0.09532188740245333
France,Marseilles,Hong Kong,Hong Kong,7986,SUEZ CANAL,33 days 07 hours,3763.5494040672,0.12545164680224
France,Marseilles,Ireland,Dublin,1886,STRAIT OF GIBRALTAR,7 days 21 hours,888.8121933472,0.029627073111573334
France,Marseilles,Singapore,Singapore,6526,SUEZ CANAL,27 days 05 hours,3075.4975470752,0.10251658490250667
France,Marseilles,Malaysia,Johor,6551,SUEZ CANAL,27 days 07 hours,3087.2792569552003,0.10290930856517334
France,Marseilles,Philippines,Manila,7867,SUEZ CANAL,32 days 19 hours,3707.4684650384,0.12358228216794667
France,Marseilles,Colombia,Cartagena,4789,STRAIT OF GIBRALTAR,19 days 23 hours,2256.9043446128003,0.07523014482042667
France,Marseilles,Finland,Helsinki,3152,STRAIT OF GIBRALTAR,13 days 03 hours,1485.4379816704002,0.04951459938901334
France,Marseilles,Egypt,Alexandria,1405,DIRECT,5 days 21 hours,662.1320952560001,0.02207106984186667
France,Marseilles,Portugal,Lisbon,989,STRAIT OF GIBRALTAR,4 days 03 hours,466.0844428528,0.015536148095093334
France,Marseilles,Romania,Constantza,1574,DIRECT,6 days 13 hours,741.7764540448001,0.024725881801493335
France,Marseilles,New Zealand,Auckland,10870,SUEZ CANAL,45 days 07 hours,5122.687455824001,0.17075624852746668
France,Marseilles,Greece,Piraeus,1065,DIRECT,4 days 11 hours,501.900840888,0.0167300280296
France,Marseilles,Peru,Callao,6394,PANAMA CANAL,26 days 15 hours,3013.2901189088,0.10044300396362667
France,Marseilles,Vietnam,Saigon,7172,SUEZ CANAL,29 days 21 hours,3379.9369303744,0.11266456434581335
Brazil,Santos,Italy,Genoa,5224,STRAIT OF GIBRALTAR,21 days 18 hours,2461.9060965248,0.08206353655082667
Brazil,Santos,Canada,Vancouver,8493,PANAMA CANAL,35 days 09 hours,4002.4824804336004,0.13341608268112
Brazil,Santos,Russia,Novorossiysk,6633,STRAIT OF GIBRALTAR,27 days 15 hours,3125.9232653616,0.10419744217872
Brazil,Santos,Australia,Melbourne,7986,STRAIT OF MAGELLAN,33 days 07 hours,3763.5494040672,0.12545164680224
Brazil,Santos,Spain,Algeciras,4381,DIRECT,18 days 06 hours,2064.6268393712003,0.06882089464570668
Brazil,Santos,Mexico,Manzanillo,6197,PANAMA CANAL,25 days 20 hours,2920.4502450544,0.09734834150181333
Brazil,Santos,Indonesia,Tanjung Priok,8541,CAPE OF GOOD HOPE,35 days 14 hours,4025.1033634032,0.13417011211344002
Brazil,Santos,Netherlands,Rotterdam,5430,DIRECT,22 days 15 hours,2558.987385936,0.0852995795312
Brazil,Santos,Saudi Arabia,Jeddah,7013,SUEZ CANAL,29 days 05 hours,3305.0052555376,0.11016684185125333
Brazil,Santos,Turkey,Ambarli,6162,STRAIT OF GIBRALTAR,25 days 16 hours,2903.9558512224003,0.09679852837408001
Brazil,Santos,Argentina,Buenos Aires,998,DIRECT,4 days 04 hours,470.3258584096,0.015677528613653333
Brazil,Santos,Sweden,Gothenburg,5874,DIRECT,24 days 11 hours,2768.2305534048,0.09227435178016
Brazil,Santos,Poland,Gdansk,6247,DIRECT,26 days 01 hours,2944.0136648144003,0.09813378882714667
Brazil,Santos,Belgium,Antwerp,5435,DIRECT,22 days 16 hours,2561.3437279120003,0.08537812426373334
Brazil,Santos,Thailand,Laem Chabang,9729,CAPE OF GOOD HOPE,40 days 13 hours,4584.970216900801,0.15283234056336
Brazil,Santos,Iran,Bandar Abbas,8062,CAPE OF GOOD HOPE,33 days 14 hours,3799.3658021024003,0.12664552673674667
Brazil,Santos,Norway,Oslo,5935,DIRECT,24 days 18 hours,2796.977925512,0.09323259751706667
Brazil,Santos,United Arab Emirates,Dubai,8111,CAPE OF GOOD HOPE,33 days 19 hours,3822.4579534672002,0.12741526511557333
Brazil,Santos,Nigeria,Lagos,3454,DIRECT,14 days 09 hours,1627.7610370208001,0.05425870123402667
Brazil,Santos,Israel,Haifa,6377,STRAIT OF GIBRALTAR,26 days 14 hours,3005.2785561904,0.10017595187301334
Brazil,Santos,South Africa,Durban,4157,CAPE OF GOOD HOPE,17 days 08 hours,1959.0627188464,0.06530209062821334
Brazil,Santos,Hong Kong,Hong Kong,10274,CAPE OF GOOD HOPE,42 days 19 hours,4841.8114922848,0.16139371640949332
Brazil,Santos,Ireland,Dublin,5241,DIRECT,21 days 20 hours,2469.9176592432,0.08233058864144
Brazil,Santos,Singapore,Singapore,8968,CAPE OF GOOD HOPE,37 days 09 hours,4226.3349681536,0.14087783227178666
Brazil,Santos,Malaysia,Johor,8993,CAPE OF GOOD HOPE,37 days 11 hours,4238.1166780336,0.1412705559344533
Brazil,Santos,Philippines,Manila,10048,CAPE OF GOOD HOPE,41 days 21 hours,4735.3048349696,0.15784349449898666
Brazil,Santos,Colombia,Cartagena,4199,DIRECT,17 days 12 hours,1978.8559914448,0.06596186638149333
Brazil,Santos,Finland,Helsinki,6531,DIRECT,27 days 05 hours,3077.8538890512,0.10259512963504
Brazil,Santos,Egypt,Alexandria,6175,STRAIT OF GIBRALTAR,25 days 18 hours,2910.08234036,0.09700274467866668
Brazil,Santos,Portugal,Lisbon,4410,DIRECT,18 days 09 hours,2078.293622832,0.0692764540944
Brazil,Santos,Romania,Constantza,6373,STRAIT OF GIBRALTAR,26 days 13 hours,3003.3934826096,0.10011311608698667
Brazil,Santos,New Zealand,Auckland,6843,STRAIT OF MAGELLAN,28 days 12 hours,3224.8896283536,0.10749632094512
Brazil,Santos,Greece,Piraeus,5858,STRAIT OF GIBRALTAR,24 days 10 hours,2760.6902590816003,0.09202300863605334
Brazil,Santos,Peru,Callao,4760,STRAIT OF MAGELLAN,19 days 20 hours,2243.237561152,0.07477458537173334
Brazil,Santos,Vietnam,Saigon,9518,CAPE OF GOOD HOPE,39 days 16 hours,4485.5325855136,0.14951775285045332
Italy,Genoa,Canada,Vancouver,9232,PANAMA CANAL,38 days 11 hours,4350.7498244864,0.14502499414954667
Italy,Genoa,Russia,Novorossiysk,1741,DIRECT,7 days 06 hours,820.4782760432,0.02734927586810667
Italy,Genoa,Australia,Melbourne,9256,SUEZ CANAL,38 days 14 hours,4362.0602659712,0.14540200886570667
Italy,Genoa,Spain,Algeciras,849,STRAIT OF GIBRALTAR,3 days 13 hours,400.1068675248,0.01333689558416
Italy,Genoa,Mexico,Manzanillo,6936,PANAMA CANAL,28 days 22 hours,3268.7175891072,0.10895725297024
Italy,Genoa,Indonesia,Tanjung Priok,6695,SUEZ CANAL,27 days 22 hours,3155.1419058640004,0.10517139686213335
Italy,Genoa,Netherlands,Rotterdam,2208,STRAIT OF GIBRALTAR,9 days 05 hours,1040.5606166016,0.03468535388672
Italy,Genoa,Saudi Arabia,Jeddah,2142,SUEZ CANAL,8 days 22 hours,1009.4569025184,0.03364856341728
Italy,Genoa,Turkey,Ambarli,1270,DIRECT,5 days 07 hours,598.5108619040001,0.01995036206346667
Italy,Genoa,Argentina,Buenos Aires,6136,STRAIT OF GIBRALTAR,25 days 14 hours,2891.7028729472,0.09639009576490666
Italy,Genoa,Sweden,Gothenburg,2652,STRAIT OF GIBRALTAR,11 days 01 hours,1249.8037840704,0.04166012613568
Italy,Genoa,Poland,Gdansk,3025,STRAIT OF GIBRALTAR,12 days 15 hours,1425.58689548,0.04751956318266667
Italy,Genoa,Belgium,Antwerp,2213,STRAIT OF GIBRALTAR,9 days 05 hours,1042.9169585776,0.03476389861925334
Italy,Genoa,Thailand,Laem Chabang,7217,SUEZ CANAL,30 days 02 hours,3401.1440081584,0.11337146693861333
Italy,Genoa,Iran,Bandar Abbas,4261,SUEZ CANAL,17 days 18 hours,2008.0746319472,0.06693582106490667
Italy,Genoa,Norway,Oslo,2713,STRAIT OF GIBRALTAR,11 days 07 hours,1278.5511561776,0.042618371872586665
Italy,Genoa,United Arab Emirates,Dubai,4310,SUEZ CANAL,17 days 23 hours,2031.166783312,0.06770555944373334
Italy,Genoa,Nigeria,Lagos,3941,STRAIT OF GIBRALTAR,16 days 10 hours,1857.2687454832,0.06190895818277334
Italy,Genoa,Israel,Haifa,1496,DIRECT,6 days 06 hours,705.0175192192,0.023500583973973335
Italy,Genoa,South Africa,Durban,5975,SUEZ CANAL,24 days 22 hours,2815.8286613200003,0.09386095537733334
Italy,Genoa,Hong Kong,Hong Kong,7893,SUEZ CANAL,32 days 21 hours,3719.7214433136,0.12399071477712
Italy,Genoa,Ireland,Dublin,2043,STRAIT OF GIBRALTAR,8 days 12 hours,962.8013313936001,0.03209337771312
Italy,Genoa,Singapore,Singapore,6433,SUEZ CANAL,26 days 19 hours,3031.6695863216,0.10105565287738667
Italy,Genoa,Malaysia,Johor,6458,SUEZ CANAL,26 days 22 hours,3043.4512962016,0.10144837654005334
Italy,Genoa,Philippines,Manila,7774,SUEZ CANAL,32 days 09 hours,3663.6405042848,0.12212135014282667
Italy,Genoa,Colombia,Cartagena,4946,STRAIT OF GIBRALTAR,20 days 15 hours,2330.8934826592,0.07769644942197333
Italy,Genoa,Finland,Helsinki,3309,STRAIT OF GIBRALTAR,13 days 19 hours,1559.4271197168,0.05198090399056
Italy,Genoa,Egypt,Alexandria,1312,DIRECT,5 days 11 hours,618.3041345024001,0.02061013781674667
Italy,Genoa,Portugal,Lisbon,1146,STRAIT OF GIBRALTAR,4 days 19 hours,540.0735808992,0.01800245269664
Italy,Genoa,Romania,Constantza,1481,DIRECT,6 days 04 hours,697.9484932912001,0.023264949776373337
Italy,Genoa,New Zealand,Auckland,10777,SUEZ CANAL,44 days 22 hours,5078.8594950704,0.16929531650234667
Italy,Genoa,Greece,Piraeus,972,DIRECT,4 days 01 hours,458.0728801344,0.01526909600448
Italy,Genoa,Peru,Callao,6551,PANAMA CANAL,27 days 07 hours,3087.2792569552003,0.10290930856517334
Italy,Genoa,Vietnam,Saigon,7079,SUEZ CANAL,29 days 12 hours,3336.1089696208,0.11120363232069333
Canada,Vancouver,Russia,Novorossiysk,10641,PANAMA CANAL,44 days 08 hours,5014.7669933232,0.16715889977744
Canada,Vancouver,Australia,Melbourne,7342,DIRECT,30 days 14 hours,3460.0525575584,0.11533508525194668
Canada,Vancouver,Spain,Algeciras,8389,PANAMA CANAL,34 days 23 hours,3953.4705673328003,0.13178235224442666
Canada,Vancouver,Mexico,Manzanillo,2328,DIRECT,9 days 17 hours,1097.1128240256,0.036570427467520004
Canada,Vancouver,Indonesia,Tanjung Priok,7413,DIRECT,30 days 21 hours,3493.5126136176,0.11645042045392
Canada,Vancouver,Netherlands,Rotterdam,8861,PANAMA CANAL,36 days 22 hours,4175.9092498672,0.13919697499557332
Canada,Vancouver,Saudi Arabia,Jeddah,11399,DIRECT,47 days 12 hours,5371.988436884801,0.17906628122949336
Canada,Vancouver,Turkey,Ambarli,10170,PANAMA CANAL,42 days 09 hours,4792.799579184,0.1597599859728
Canada,Vancouver,Argentina,Buenos Aires,8399,STRAIT OF MAGELLAN,35 days 00 hours,3958.1832512848,0.13193944170949334
Canada,Vancouver,Sweden,Gothenburg,9097,PANAMA CANAL,37 days 22 hours,4287.1285911344,0.1429042863711467
Canada,Vancouver,Poland,Gdansk,9470,PANAMA CANAL,39 days 11 hours,4462.911702544,0.14876372341813335
Canada,Vancouver,Belgium,Antwerp,8866,PANAMA CANAL,36 days 23 hours,4178.2655918432,0.13927551972810667
Canada,Vancouver,Thailand,Laem Chabang,7127,DIRECT,29 days 17 hours,3358.7298525904002,0.11195766175301335
Canada,Vancouver,Iran,Bandar Abbas,10459,DIRECT,43 days 14 hours,4928.9961453968,0.16429987151322667
Canada,Vancouver,Norway,Oslo,9123,PANAMA CANAL,38 days 00 hours,4299.3815694096,0.14331271898032
Canada,Vancouver,United Arab Emirates,Dubai,10508,DIRECT,43 days 19 hours,4952.0882967616,0.16506960989205333
Canada,Vancouver,Nigeria,Lagos,9093,PANAMA CANAL,37 days 21 hours,4285.2435175536,0.14284145058512002
Canada,Vancouver,Israel,Haifa,10385,PANAMA CANAL,43 days 07 hours,4894.122284152,0.16313740947173333
Canada,Vancouver,South Africa,Durban,11858,DIRECT,49 days 10 hours,5588.3006302816,0.18627668767605335
Canada,Vancouver,Hong Kong,Hong Kong,5756,DIRECT,24 days 00 hours,2712.6208827712003,0.09042069609237334
Canada,Vancouver,Ireland,Dublin,8521,PANAMA CANAL,35 days 12 hours,4015.6779954992003,0.13385593318330669
Canada,Vancouver,Singapore,Singapore,7078,DIRECT,29 days 12 hours,3335.6377012256003,0.11118792337418668
Canada,Vancouver,Malaysia,Johor,7082,DIRECT,29 days 12 hours,3337.5227748064003,0.11125075916021335
Canada,Vancouver,Philippines,Manila,5946,DIRECT,24 days 19 hours,2802.1618778592,0.09340539592864
Canada,Vancouver,Colombia,Cartagena,4336,PANAMA CANAL,18 days 02 hours,2043.4197615872001,0.06811399205290668
Canada,Vancouver,Finland,Helsinki,9754,PANAMA CANAL,40 days 15 hours,4596.7519267808,0.15322506422602666
Canada,Vancouver,Egypt,Alexandria,10183,PANAMA CANAL,42 days 10 hours,4798.9260683216,0.15996420227738667
Canada,Vancouver,Portugal,Lisbon,8215,PANAMA CANAL,34 days 06 hours,3871.4698665680003,0.12904899555226668
Canada,Vancouver,Romania,Constantza,10381,PANAMA CANAL,43 days 06 hours,4892.2372105712,0.1630745736857067
Canada,Vancouver,New Zealand,Auckland,6197,DIRECT,25 days 20 hours,2920.4502450544,0.09734834150181333
Canada,Vancouver,Greece,Piraeus,9866,PANAMA CANAL,41 days 03 hours,4649.5339870432,0.15498446623477333
Canada,Vancouver,Peru,Callao,4763,DIRECT,19 days 20 hours,2244.6513663376,0.07482171221125333
Canada,Vancouver,Vietnam,Saigon,6606,DIRECT,27 days 13 hours,3113.1990186912003,0.10377330062304001
Russia,Novorossiysk,Australia,Melbourne,9079,SUEZ CANAL,37 days 20 hours,4278.6457600208005,0.1426215253340267
Russia,Novorossiysk,Spain,Algeciras,2258,STRAIT OF GIBRALTAR,9 days 10 hours,1064.1240363616,0.035470801212053336
Russia,Novorossiysk,Mexico,Manzanillo,8345,PANAMA CANAL,34 days 19 hours,3932.734757944,0.13109115859813333
Russia,Novorossiysk,Indonesia,Tanjung Priok,6518,SUEZ CANAL,27 days 04 hours,3071.7273999136,0.10239091333045333
Russia,Novorossiysk,Netherlands,Rotterdam,3617,STRAIT OF GIBRALTAR,15 days 02 hours,1704.5777854384,0.056819259514613335
Russia,Novorossiysk,Saudi Arabia,Jeddah,1965,SUEZ CANAL,8 days 05 hours,926.0423965680001,0.030868079885600003
Russia,Novorossiysk,Turkey,Ambarli,471,DIRECT,1 day 23 hours,221.9674141392,0.0073989138046400005
Russia,Novorossiysk,Argentina,Buenos Aires,7545,STRAIT OF GIBRALTAR,31 days 11 hours,3555.7200417840004,0.11852400139280002
Russia,Novorossiysk,Sweden,Gothenburg,4061,STRAIT OF GIBRALTAR,16 days 22 hours,1913.8209529072,0.06379403176357333
Russia,Novorossiysk,Poland,Gdansk,4434,STRAIT OF GIBRALTAR,18 days 11 hours,2089.6040643168003,0.06965346881056
Russia,Novorossiysk,Belgium,Antwerp,3622,STRAIT OF GIBRALTAR,15 days 02 hours,1706.9341274144,0.05689780424714667
Russia,Novorossiysk,Thailand,Laem Chabang,7040,SUEZ CANAL,29 days 08 hours,3317.729502208,0.11059098340693334
Russia,Novorossiysk,Iran,Bandar Abbas,4084,SUEZ CANAL,17 days 00 hours,1924.6601259968002,0.06415533753322668
Russia,Novorossiysk,Norway,Oslo,4122,STRAIT OF GIBRALTAR,17 days 04 hours,1942.5683250144,0.06475227750048
Russia,Novorossiysk,United Arab Emirates,Dubai,4133,SUEZ CANAL,17 days 05 hours,1947.7522773616001,0.06492507591205333
Russia,Novorossiysk,Nigeria,Lagos,5350,STRAIT OF GIBRALTAR,22 days 07 hours,2521.2859143200003,0.08404286381066668
Russia,Novorossiysk,Israel,Haifa,1272,DIRECT,5 days 07 hours,599.4533986944,0.01998177995648
Russia,Novorossiysk,South Africa,Durban,5798,SUEZ CANAL,24 days 04 hours,2732.4141553696,0.09108047184565334
Russia,Novorossiysk,Hong Kong,Hong Kong,7716,SUEZ CANAL,32 days 04 hours,3636.3069373632,0.12121023124544
Russia,Novorossiysk,Ireland,Dublin,3452,STRAIT OF GIBRALTAR,14 days 09 hours,1626.8185002304,0.05422728334101334
Russia,Novorossiysk,Singapore,Singapore,6256,SUEZ CANAL,26 days 02 hours,2948.2550803712,0.09827516934570667
Russia,Novorossiysk,Malaysia,Johor,6281,SUEZ CANAL,26 days 04 hours,2960.0367902512003,0.09866789300837334
Russia,Novorossiysk,Philippines,Manila,7597,SUEZ CANAL,31 days 16 hours,3580.2259983344,0.11934086661114668
Russia,Novorossiysk,Colombia,Cartagena,6355,STRAIT OF GIBRALTAR,26 days 12 hours,2994.9106514960004,0.09983035504986668
Russia,Novorossiysk,Finland,Helsinki,4718,STRAIT OF GIBRALTAR,19 days 16 hours,2223.4442885536,0.07411480961845333
Russia,Novorossiysk,Egypt,Alexandria,1178,DIRECT,4 days 22 hours,555.1541695456,0.01850513898485333
Russia,Novorossiysk,Portugal,Lisbon,2555,STRAIT OF GIBRALTAR,10 days 16 hours,1204.0907497360001,0.040136358324533335
Russia,Novorossiysk,Romania,Constantza,402,DIRECT,1 day 16 hours,189.44989487040002,0.00631499649568
Russia,Novorossiysk,New Zealand,Auckland,10600,SUEZ CANAL,44 days 04 hours,4995.44498912,0.16651483297066666
Russia,Novorossiysk,Greece,Piraeus,808,DIRECT,3 days 09 hours,380.7848633216,0.012692828777386667
Russia,Novorossiysk,Peru,Callao,7960,PANAMA CANAL,33 days 04 hours,3751.2964257920003,0.1250432141930667
Russia,Novorossiysk,Vietnam,Saigon,6902,SUEZ CANAL,28 days 18 hours,3252.6944636704,0.10842314878901334
Australia,Melbourne,Spain,Algeciras,9752,SUEZ CANAL,40 days 15 hours,4595.809389990401,0.15319364633301336
Australia,Melbourne,Mexico,Manzanillo,7144,DIRECT,29 days 18 hours,3366.7414153088002,0.11222471384362667
Australia,Melbourne,Indonesia,Tanjung Priok,3387,DIRECT,14 days 03 hours,1596.1860545424001,0.05320620181808001
Australia,Melbourne,Netherlands,Rotterdam,11111,SUEZ CANAL,46 days 07 hours,5236.2631390672,0.17454210463557335
Australia,Melbourne,Saudi Arabia,Jeddah,7144,DIRECT,29 days 18 hours,3366.7414153088002,0.11222471384362667
Australia,Melbourne,Turkey,Ambarli,8608,SUEZ CANAL,35 days 21 hours,4056.6783458816003,0.13522261152938667
Australia,Melbourne,Argentina,Buenos Aires,7276,STRAIT OF MAGELLAN,30 days 08 hours,3428.9488434752,0.11429829478250668
Australia,Melbourne,Sweden,Gothenburg,11555,SUEZ CANAL,48 days 04 hours,5445.506306536,0.18151687688453333
Australia,Melbourne,Poland,Gdansk,11928,SUEZ CANAL,49 days 17 hours,5621.289417945601,0.18737631393152002
Australia,Melbourne,Belgium,Antwerp,11116,SUEZ CANAL,46 days 08 hours,5238.6194810432,0.17462064936810667
Australia,Melbourne,Thailand,Laem Chabang,4575,DIRECT,19 days 02 hours,2156.05290804,0.07186843026800001
Australia,Melbourne,Iran,Bandar Abbas,6497,DIRECT,27 days 02 hours,3061.8307636144,0.10206102545381333
Australia,Melbourne,Norway,Oslo,11616,SUEZ CANAL,48 days 10 hours,5474.2536786432,0.18247512262144
Australia,Melbourne,United Arab Emirates,Dubai,6546,DIRECT,27 days 07 hours,3084.9229149792,0.10283076383264
Australia,Melbourne,Nigeria,Lagos,8659,CAPE OF GOOD HOPE,36 days 02 hours,4080.7130340368003,0.13602376780122669
Australia,Melbourne,Israel,Haifa,8006,SUEZ CANAL,33 days 09 hours,3772.9747719712,0.12576582573237333
Australia,Melbourne,South Africa,Durban,5650,DIRECT,23 days 13 hours,2662.6664328800002,0.08875554776266667
Australia,Melbourne,Hong Kong,Hong Kong,5076,DIRECT,21 days 04 hours,2392.1583740352003,0.07973861246784
Australia,Melbourne,Ireland,Dublin,10946,SUEZ CANAL,45 days 15 hours,5158.5038538592,0.17195012846197333
Australia,Melbourne,Singapore,Singapore,3842,DIRECT,16 days 00 hours,1810.6131743584,0.060353772478613336
Australia,Melbourne,Malaysia,Johor,3855,DIRECT,16 days 02 hours,1816.739663496,0.060557988783200005
Australia,Melbourne,Philippines,Manila,4529,DIRECT,18 days 21 hours,2134.3745618608,0.07114581872869333
